city,temperature,humidity,wind_speed,pm2_5,pm10,co,no2,o3,last_updated,timestamp
London,0.0,93,3.6,26.455,37.185,382.95,70.67,9.0,2024-11-28 06:30,06:45:35
London,0.3,93,3.6,26.455,37.185,382.95,70.67,9.0,2024-11-28 06:45,06:55:36
London,0.1,93,3.6,32.745,40.33,407.0,91.575,7.0,2024-11-28 07:00,07:05:36
London,0.2,93,3.6,32.745,40.33,407.0,91.575,7.0,2024-11-28 07:00,07:15:36
London,0.0,93,3.6,32.745,40.33,407.0,91.575,7.0,2024-11-28 07:15,07:25:37
London,1.2,100,3.6,32.745,40.33,407.0,91.575,7.0,2024-11-28 07:30,07:35:37
London,1.2,100,3.6,32.745,40.33,407.0,91.575,7.0,2024-11-28 07:45,07:45:37
London,1.3,100,3.6,32.745,40.33,407.0,91.575,7.0,2024-11-28 07:45,07:55:37
London,1.2,100,3.6,37.925,45.695,529.1,111.37,1.0,2024-11-28 08:00,08:05:38
London,1.2,100,3.6,37.925,45.695,529.1,111.37,1.0,2024-11-28 08:15,08:15:39
London,0.1,93,3.6,37.925,45.695,529.1,111.37,1.0,2024-11-28 08:15,08:25:39
London,1.3,93,3.6,37.925,45.695,529.1,111.37,1.0,2024-11-28 08:30,08:35:42
London,1.3,93,3.6,37.925,45.695,529.1,111.37,1.0,2024-11-28 08:30,08:45:43
London,1.1,93,3.6,37.925,45.695,529.1,111.37,1.0,2024-11-28 08:45,08:55:43
London,1.3,93,4.0,38.665,50.875,577.2,110.815,3.0,2024-11-28 09:00,09:05:44
London,1.3,93,4.0,38.665,50.875,577.2,110.815,3.0,2024-11-28 09:00,09:15:44
London,1.2,93,4.0,38.665,50.875,577.2,110.815,3.0,2024-11-28 09:15,09:25:44
London,2.0,87,4.0,38.665,50.875,577.2,110.815,3.0,2024-11-28 09:30,09:35:48
London,2.0,87,4.0,38.665,50.875,577.2,110.815,3.0,2024-11-28 09:30,09:45:48
London,2.2,87,4.0,38.665,50.875,577.2,110.815,3.0,2024-11-28 09:45,09:55:49
London,2.2,87,4.3,33.485,49.765,501.35,101.75,13.0,2024-11-28 10:00,10:05:49
London,2.3,87,4.3,33.485,49.765,501.35,101.75,13.0,2024-11-28 10:15,10:15:53
London,2.3,87,4.3,33.485,49.765,501.35,101.75,13.0,2024-11-28 10:15,10:25:53
London,1.1,100,4.3,33.485,49.765,501.35,101.75,13.0,2024-11-28 10:15,10:35:54
London,1.1,100,4.3,33.485,49.765,501.35,101.75,13.0,2024-11-28 10:45,10:45:54
London,1.0,100,4.3,33.485,49.765,501.35,101.75,13.0,2024-11-28 10:45,10:55:54
London,1.3,100,4.3,33.485,49.765,501.35,101.75,13.0,2024-11-28 10:45,11:05:55
London,2.4,93,3.6,29.6,43.845,499.5,95.83,17.0,2024-11-28 11:00,11:15:58
London,2.2,100,3.6,29.6,43.845,499.5,95.83,17.0,2024-11-28 11:15,11:25:58
London,2.2,100,3.6,29.6,43.845,499.5,95.83,17.0,2024-11-28 11:30,11:35:58
London,2.2,100,3.6,29.6,43.845,499.5,95.83,17.0,2024-11-28 11:45,11:45:58
London,4.3,93,3.6,29.6,43.845,499.5,95.83,17.0,2024-11-28 11:45,11:55:59
London,4.2,93,3.6,26.64,40.515,449.55,91.76,23.0,2024-11-28 12:00,12:05:59
London,4.3,93,3.6,27.195,46.435,506.9,96.2,19.0,2024-11-28 12:15,12:16:04
London,4.3,93,3.6,27.195,46.435,506.9,96.2,19.0,2024-11-28 12:15,12:26:05
London,5.1,87,3.6,27.195,46.435,506.9,96.2,19.0,2024-11-28 12:30,12:36:05
London,5.1,87,3.6,27.195,46.435,506.9,96.2,19.0,2024-11-28 12:45,12:46:05
London,5.3,87,3.6,27.195,46.435,506.9,96.2,19.0,2024-11-28 12:45,12:56:06
London,5.2,87,3.6,27.195,46.435,506.9,96.2,19.0,2024-11-28 12:45,13:06:06
London,7.3,81,3.6,27.935,46.25,473.6,101.75,20.0,2024-11-28 13:00,13:16:06
London,5.4,87,3.6,27.935,46.25,473.6,101.75,20.0,2024-11-28 13:15,13:26:06
London,8.0,76,3.6,27.935,46.25,473.6,101.75,20.0,2024-11-28 13:30,13:36:07
London,8.0,76,3.6,27.935,46.25,473.6,101.75,20.0,2024-11-28 13:30,13:46:07
London,8.1,76,3.6,27.935,46.25,473.6,101.75,20.0,2024-11-28 13:45,13:56:08
London,6.4,81,4.7,28.675,49.58,543.9,102.305,15.0,2024-11-28 14:00,14:06:08
London,8.1,76,4.7,28.675,49.58,543.9,102.305,15.0,2024-11-28 14:00,14:16:09
London,8.4,71,4.7,28.675,49.58,543.9,102.305,15.0,2024-11-28 14:15,14:26:16
London,8.4,71,4.7,28.675,49.58,543.9,102.305,15.0,2024-11-28 14:15,14:36:17
London,8.3,71,4.7,28.675,49.58,543.9,102.305,15.0,2024-11-28 14:30,14:46:17
London,8.3,71,4.7,28.675,49.58,543.9,102.305,15.0,2024-11-28 14:45,14:56:27
London,8.1,71,5.4,34.41,57.72,543.9,107.67,13.0,2024-11-28 15:00,15:06:27
London,8.4,71,5.4,34.41,57.72,543.9,107.67,13.0,2024-11-28 15:15,15:16:27
London,8.4,71,5.4,34.41,57.72,543.9,107.67,13.0,2024-11-28 15:15,15:26:28
London,6.2,81,5.4,34.41,57.72,543.9,107.67,13.0,2024-11-28 15:30,15:36:28
London,6.2,81,5.4,34.41,57.72,543.9,107.67,13.0,2024-11-28 15:45,15:46:28
London,6.4,81,6.5,37.0,67.155,584.6,137.64,3.0,2024-11-28 16:00,15:56:29
London,6.1,81,6.5,37.0,67.155,584.6,137.64,3.0,2024-11-28 16:00,16:06:29
London,4.2,87,6.5,37.0,67.155,584.6,137.64,3.0,2024-11-28 16:15,16:16:33
London,5.1,87,6.5,37.0,67.155,584.6,137.64,3.0,2024-11-28 16:15,16:26:34
London,4.4,87,6.5,37.0,67.155,584.6,137.64,3.0,2024-11-28 16:30,16:36:35
London,4.3,87,6.5,37.0,67.155,584.6,137.64,3.0,2024-11-28 16:45,16:46:35
London,4.3,87,6.5,37.0,67.155,584.6,137.64,3.0,2024-11-28 16:45,16:56:36
London,4.1,87,6.5,38.665,69.745,656.75,149.85,0.0,2024-11-28 17:00,17:06:36
London,3.2,87,6.5,38.665,69.745,656.75,149.85,0.0,2024-11-28 17:15,17:16:36
London,3.2,87,6.5,38.665,69.745,656.75,149.85,0.0,2024-11-28 17:00,17:26:48
London,2.0,87,6.5,38.665,69.745,656.75,149.85,0.0,2024-11-28 17:30,17:36:48
London,2.3,87,6.5,38.665,69.745,656.75,149.85,0.0,2024-11-28 17:45,17:46:49
London,2.3,87,6.5,38.665,69.745,656.75,149.85,0.0,2024-11-28 17:45,17:56:49
London,2.1,87,6.8,48.47,67.155,701.15,147.63,0.0,2024-11-28 18:00,18:06:53
London,1.1,93,6.8,48.47,67.155,701.15,147.63,0.0,2024-11-28 18:15,18:16:59
London,1.1,93,6.8,48.47,67.155,701.15,147.63,0.0,2024-11-28 18:00,18:27:09
London,1.2,93,6.8,48.47,67.155,701.15,147.63,0.0,2024-11-28 18:30,18:37:19
London,1.2,93,6.8,48.47,67.155,701.15,147.63,0.0,2024-11-28 18:45,18:47:24
London,1.2,93,6.8,48.47,67.155,701.15,147.63,0.0,2024-11-28 18:30,18:57:25
London,1.2,93,7.6,47.545,60.68,595.7,133.015,0.0,2024-11-28 19:00,19:07:25
London,3.0,87,7.6,47.545,60.68,595.7,133.015,0.0,2024-11-28 19:00,19:17:25
London,3.0,87,7.6,47.545,60.68,595.7,133.015,0.0,2024-11-28 19:15,19:27:26
London,2.3,93,7.6,47.545,60.68,595.7,133.015,0.0,2024-11-28 19:15,19:37:26
London,3.3,93,7.6,47.545,60.68,595.7,133.015,0.0,2024-11-28 19:30,19:47:26
London,2.1,93,7.6,47.545,60.68,595.7,133.015,0.0,2024-11-28 19:30,19:57:27
London,2.1,93,7.6,47.545,60.68,595.7,133.015,0.0,2024-11-28 19:45,20:07:27
London,3.4,87,7.2,34.965,56.425,564.25,124.69,1.0,2024-11-28 20:15,20:17:27
London,3.4,87,7.2,34.965,56.425,564.25,124.69,1.0,2024-11-28 20:15,20:27:43
London,1.4,93,7.2,34.965,56.425,564.25,124.69,1.0,2024-11-28 20:30,20:37:46
London,1.1,93,7.2,34.965,56.425,564.25,124.69,1.0,2024-11-28 20:45,20:47:46
London,1.1,93,7.2,34.965,56.425,564.25,124.69,1.0,2024-11-28 20:45,20:57:47
London,1.4,93,7.9,33.115,51.985,536.5,120.805,1.0,2024-11-28 21:00,21:07:47
London,3.2,93,7.9,33.115,51.985,536.5,120.805,1.0,2024-11-28 21:15,21:17:47
London,3.2,93,7.9,33.115,51.985,536.5,120.805,1.0,2024-11-28 21:15,21:27:48
London,1.2,93,7.9,33.115,51.985,536.5,120.805,1.0,2024-11-28 21:15,21:37:48
London,1.2,93,7.9,33.115,51.985,536.5,120.805,1.0,2024-11-28 21:30,21:47:48
London,1.2,93,7.9,33.115,51.985,536.5,120.805,1.0,2024-11-28 21:45,21:57:49
London,1.0,93,9.0,30.71,47.545,510.6,104.525,1.0,2024-11-28 22:00,22:07:49
London,2.2,93,9.0,30.71,47.545,510.6,104.525,1.0,2024-11-28 22:15,22:17:53
London,2.2,93,9.0,30.71,47.545,510.6,104.525,1.0,2024-11-28 22:30,22:27:56
London,3.0,93,9.0,30.71,47.545,510.6,104.525,1.0,2024-11-28 22:15,22:37:56
London,2.4,93,9.0,30.71,47.545,510.6,104.525,1.0,2024-11-28 22:45,22:47:57
London,2.4,93,9.0,30.71,47.545,510.6,104.525,1.0,2024-11-28 22:45,22:57:57
London,2.4,93,9.7,26.825,36.26,453.25,88.43,1.0,2024-11-28 23:00,23:08:05
London,2.3,93,9.7,26.825,36.26,453.25,88.43,1.0,2024-11-28 23:15,23:18:05
London,2.3,93,9.7,26.825,36.26,453.25,88.43,1.0,2024-11-28 23:15,23:28:05
London,2.0,93,9.7,26.825,36.26,453.25,88.43,1.0,2024-11-28 23:15,23:38:05
London,3.2,93,9.7,18.5,27.195,368.15,64.935,20.0,2024-11-29 00:00,23:48:06
London,1.1,100,9.4,26.825,36.26,453.25,88.43,1.0,2024-11-28 23:45,23:58:06
London,1.1,100,9.4,26.825,36.26,453.25,88.43,1.0,2024-11-28 23:45,00:08:06
London,1.3,100,9.7,18.5,27.195,368.15,64.935,20.0,2024-11-29 00:15,00:18:09
London,1.3,100,9.7,18.5,27.195,368.15,64.935,20.0,2024-11-29 00:15,00:28:09
London,2.2,93,9.7,18.5,27.195,368.15,64.935,20.0,2024-11-29 00:30,00:38:12
London,1.3,100,9.7,18.5,27.195,368.15,64.935,20.0,2024-11-29 00:45,00:48:13
London,1.3,100,9.7,18.5,27.195,368.15,64.935,20.0,2024-11-29 00:45,00:58:13
London,1.3,100,9.7,18.5,27.195,368.15,64.935,20.0,2024-11-29 01:00,01:08:13
London,3.0,93,9.7,18.5,27.195,368.15,64.935,20.0,2024-11-29 01:15,01:18:14
London,3.0,93,9.7,18.5,27.195,368.15,64.935,20.0,2024-11-29 01:15,01:28:14
London,3.1,93,9.7,18.5,27.195,368.15,64.935,20.0,2024-11-29 01:30,01:38:14
London,2.1,100,9.7,18.5,27.195,368.15,64.935,20.0,2024-11-29 01:45,01:48:15
London,2.1,100,9.7,18.5,27.195,368.15,64.935,20.0,2024-11-29 01:45,01:58:15
London,2.4,100,10.8,15.91,25.53,342.25,40.885,40.0,2024-11-29 02:00,02:08:16
London,2.2,100,10.8,15.91,25.53,342.25,40.885,40.0,2024-11-29 02:15,02:18:16
London,2.2,100,10.8,15.91,25.53,342.25,40.885,40.0,2024-11-29 02:15,02:28:16
London,2.4,100,10.8,15.91,25.53,342.25,40.885,40.0,2024-11-29 02:30,02:38:17
London,2.1,100,10.8,15.91,25.53,342.25,40.885,40.0,2024-11-29 02:45,02:48:17
London,2.1,100,10.8,15.91,25.53,342.25,40.885,40.0,2024-11-29 02:45,02:58:17
London,2.3,100,10.8,15.54,23.31,338.55,34.965,44.0,2024-11-29 03:00,03:08:17
London,3.2,87,10.8,15.54,23.31,338.55,34.965,44.0,2024-11-29 03:15,03:18:18
London,3.2,87,10.8,15.54,23.31,338.55,34.965,44.0,2024-11-29 03:15,03:28:18
London,2.2,93,10.8,15.54,23.31,338.55,34.965,44.0,2024-11-29 03:30,03:38:18
London,2.1,93,10.8,15.54,23.31,338.55,34.965,44.0,2024-11-29 03:30,03:48:19
London,2.1,93,10.8,15.54,23.31,338.55,34.965,44.0,2024-11-29 03:45,03:58:19
London,2.1,93,10.8,15.54,23.31,338.55,34.965,44.0,2024-11-29 03:45,04:08:23
London,2.3,93,10.8,15.54,21.09,331.15,31.45,46.0,2024-11-29 04:30,04:18:23
London,2.3,93,10.8,15.54,21.09,331.15,31.45,46.0,2024-11-29 04:15,04:28:23
London,2.3,93,10.8,15.54,21.09,331.15,31.45,46.0,2024-11-29 04:30,04:38:24
London,2.2,100,10.8,15.54,21.09,331.15,31.45,46.0,2024-11-29 04:45,04:48:24
London,2.2,100,10.8,15.54,21.09,331.15,31.45,46.0,2024-11-29 04:45,04:58:26
London,2.4,100,11.5,14.985,19.24,318.2,30.155,47.0,2024-11-29 05:00,05:08:27
London,2.3,100,11.5,14.985,19.24,318.2,30.155,47.0,2024-11-29 05:00,05:18:27
London,2.3,100,11.5,14.985,19.24,318.2,30.155,47.0,2024-11-29 05:15,05:28:27
London,2.4,100,11.9,14.985,19.24,318.2,30.155,47.0,2024-11-29 05:30,05:38:28
London,2.2,100,11.9,14.985,19.24,318.2,30.155,47.0,2024-11-29 05:45,05:48:28
London,2.2,100,11.9,14.985,19.24,318.2,30.155,47.0,2024-11-29 05:45,05:58:28
London,2.2,100,12.6,16.65,21.645,323.75,39.775,47.0,2024-11-29 06:00,06:08:28
London,3.2,100,12.6,16.65,21.645,323.75,39.775,47.0,2024-11-29 06:15,06:18:29
London,3.2,100,12.6,16.65,21.645,323.75,39.775,47.0,2024-11-29 06:15,06:28:29
London,3.2,100,12.6,16.65,21.645,323.75,39.775,47.0,2024-11-29 06:30,06:38:34
London,3.2,100,12.6,16.65,21.645,323.75,39.775,47.0,2024-11-29 06:30,06:48:37
London,3.2,100,13.0,17.575,25.53,351.5,65.86,33.0,2024-11-29 07:00,06:58:37
London,3.1,100,13.0,17.575,25.53,351.5,65.86,33.0,2024-11-29 07:00,07:08:38
London,4.2,93,13.0,17.575,25.53,351.5,65.86,33.0,2024-11-29 07:15,07:18:38
London,4.2,93,13.0,17.575,25.53,351.5,65.86,33.0,2024-11-29 07:15,07:28:38
London,4.0,93,13.0,17.575,25.53,351.5,65.86,33.0,2024-11-29 07:15,07:38:39
London,4.1,93,13.0,17.575,25.53,351.5,65.86,33.0,2024-11-29 07:45,07:48:39
London,4.1,93,13.0,17.575,25.53,351.5,65.86,33.0,2024-11-29 07:45,07:58:42
London,4.4,93,12.6,20.905,27.01,386.65,91.39,25.0,2024-11-29 08:00,08:08:43
London,4.3,93,12.6,20.905,27.01,386.65,91.39,25.0,2024-11-29 08:15,08:18:43
London,4.3,93,12.6,20.905,27.01,386.65,91.39,25.0,2024-11-29 08:15,08:28:43
London,5.1,87,12.6,20.905,27.01,386.65,91.39,25.0,2024-11-29 08:30,08:38:47
London,4.4,93,12.6,20.905,27.01,386.65,91.39,25.0,2024-11-29 08:45,08:48:47
London,4.4,93,12.6,20.905,27.01,386.65,91.39,25.0,2024-11-29 08:45,08:58:48
London,4.1,93,14.0,19.055,24.42,386.65,83.25,26.0,2024-11-29 09:00,09:08:48
London,5.2,93,14.0,19.055,24.42,386.65,83.25,26.0,2024-11-29 09:15,09:18:48
London,5.2,93,14.0,19.055,24.42,386.65,83.25,26.0,2024-11-29 09:15,09:28:48
London,6.2,87,14.0,19.055,24.42,386.65,83.25,26.0,2024-11-29 09:30,09:38:49
London,6.3,87,14.0,19.055,24.42,386.65,83.25,26.0,2024-11-29 09:45,09:48:49
London,6.3,87,14.0,19.055,24.42,386.65,83.25,26.0,2024-11-29 09:45,09:58:56
London,6.3,87,14.0,19.055,24.42,386.65,83.25,26.0,2024-11-29 09:45,10:08:57
London,7.4,81,14.8,15.725,23.865,355.2,54.39,41.0,2024-11-29 10:00,10:18:57
London,7.4,81,14.8,15.725,23.865,355.2,54.39,41.0,2024-11-29 10:15,10:28:57
London,8.2,81,14.8,15.725,23.865,355.2,54.39,41.0,2024-11-29 10:30,10:38:58
London,8.4,81,14.8,15.725,23.865,355.2,54.39,41.0,2024-11-29 10:45,10:48:58
London,8.4,81,14.8,15.725,23.865,355.2,54.39,41.0,2024-11-29 10:45,10:58:58
London,8.2,81,15.5,15.91,22.57,347.8,43.105,58.0,2024-11-29 11:00,11:08:58
London,9.1,76,15.5,15.91,22.57,347.8,43.105,58.0,2024-11-29 11:00,11:18:59
London,9.1,76,15.5,15.91,22.57,347.8,43.105,58.0,2024-11-29 11:30,11:28:59
London,10.1,71,15.5,15.91,22.57,347.8,43.105,58.0,2024-11-29 11:45,11:39:02
London,10.4,71,15.5,15.91,22.57,347.8,43.105,58.0,2024-11-29 11:45,11:49:04
London,10.4,71,15.5,15.91,22.57,347.8,43.105,58.0,2024-11-29 11:45,11:59:04
London,10.3,71,16.2,13.135,20.165,336.7,34.04,58.0,2024-11-29 12:00,12:09:04
London,11.1,66,16.2,13.135,20.165,336.7,34.04,58.0,2024-11-29 12:15,12:19:05
London,11.1,66,16.2,13.135,20.165,336.7,34.04,58.0,2024-11-29 12:15,12:29:06
London,11.2,62,16.2,13.135,20.165,336.7,34.04,58.0,2024-11-29 12:15,12:39:06
London,11.1,62,16.2,13.135,20.165,336.7,34.04,58.0,2024-11-29 12:45,12:49:06
London,11.1,62,16.2,13.135,20.165,336.7,34.04,58.0,2024-11-29 12:45,12:59:06
London,11.2,62,16.2,12.025,19.24,340.4,38.665,59.0,2024-11-29 13:00,13:09:07
London,9.4,66,16.2,12.025,19.24,340.4,38.665,59.0,2024-11-29 13:15,13:19:07
London,11.3,62,16.2,12.025,19.24,340.4,38.665,59.0,2024-11-29 13:15,13:29:07
London,11.3,62,16.2,12.025,19.24,340.4,38.665,59.0,2024-11-29 13:30,13:39:08
London,11.2,62,16.2,12.025,19.24,340.4,38.665,59.0,2024-11-29 13:30,13:49:08
London,11.2,62,16.2,12.025,19.24,340.4,38.665,59.0,2024-11-29 13:45,13:59:08
London,11.1,62,16.6,11.655,19.425,340.4,43.845,56.0,2024-11-29 14:00,14:09:09
London,11.1,58,16.6,11.655,19.425,340.4,43.845,56.0,2024-11-29 14:00,14:19:09
London,11.1,58,16.6,11.655,19.425,340.4,43.845,56.0,2024-11-29 14:15,14:29:13
London,11.2,54,16.6,11.655,19.425,340.4,43.845,56.0,2024-11-29 14:30,14:39:13
London,11.1,54,16.6,11.655,19.425,340.4,43.845,56.0,2024-11-29 14:45,14:49:14
London,11.1,54,16.6,11.655,19.425,340.4,43.845,56.0,2024-11-29 14:45,14:59:14
London,11.4,54,15.8,13.135,20.35,353.35,59.015,50.0,2024-11-29 15:00,15:09:14
London,10.2,58,15.8,13.135,20.35,353.35,59.015,50.0,2024-11-29 15:15,15:19:15
London,10.2,58,15.8,13.135,20.35,353.35,59.015,50.0,2024-11-29 15:15,15:29:15
London,10.3,58,15.8,13.135,20.35,353.35,59.015,50.0,2024-11-29 15:15,15:39:15
London,10.2,58,15.1,14.985,21.275,368.15,80.66,39.0,2024-11-29 16:00,15:49:15
London,10.2,58,15.8,13.135,20.35,353.35,59.015,50.0,2024-11-29 15:45,15:59:16
London,10.2,58,15.8,13.135,20.35,353.35,59.015,50.0,2024-11-29 15:45,16:09:16
London,9.3,62,15.1,14.985,21.275,368.15,80.66,39.0,2024-11-29 16:15,16:19:16
London,9.3,62,15.1,14.985,21.275,368.15,80.66,39.0,2024-11-29 16:15,16:29:17
London,8.3,66,15.1,14.985,21.275,368.15,80.66,39.0,2024-11-29 16:30,16:39:17
London,8.2,66,15.1,14.985,21.275,368.15,80.66,39.0,2024-11-29 16:45,16:49:17
London,8.2,66,15.1,14.985,21.275,368.15,80.66,39.0,2024-11-29 16:45,16:59:18
London,8.0,66,15.5,17.76,24.42,401.45,102.49,28.0,2024-11-29 17:00,17:09:18
London,8.0,66,11.2,18.5,24.975,355.2,44.4,40.0,2024-11-29 17:15,17:19:18
London,8.0,66,15.5,17.76,24.42,401.45,102.49,28.0,2024-11-29 17:15,17:29:18
London,7.2,70,15.8,17.76,24.42,401.45,102.49,28.0,2024-11-29 17:30,17:39:19
London,7.3,70,15.8,17.76,24.42,401.45,102.49,28.0,2024-11-29 17:45,17:49:19
London,7.3,70,15.8,17.76,24.42,401.45,102.49,28.0,2024-11-29 17:45,17:59:22
London,7.3,70,15.8,17.76,24.42,401.45,102.49,28.0,2024-11-29 17:45,18:09:23
London,7.4,76,15.1,18.685,26.27,429.2,107.485,18.0,2024-11-29 18:15,18:19:23
London,7.4,76,15.1,18.685,26.27,429.2,107.485,18.0,2024-11-29 18:15,18:29:23
London,7.3,76,15.1,18.685,26.27,429.2,107.485,18.0,2024-11-29 18:30,18:39:24
London,7.3,76,15.1,18.685,26.27,429.2,107.485,18.0,2024-11-29 18:45,18:49:24
London,7.3,76,15.1,18.685,26.27,429.2,107.485,18.0,2024-11-29 18:45,18:59:24
London,7.2,76,15.1,18.685,26.27,429.2,107.485,18.0,2024-11-29 18:45,19:09:24
London,7.1,76,14.8,19.61,27.75,397.75,98.79,14.0,2024-11-29 19:15,19:19:31
London,7.1,76,14.8,19.61,27.75,397.75,98.79,14.0,2024-11-29 19:15,19:29:33
London,6.2,81,14.8,19.61,27.75,397.75,98.79,14.0,2024-11-29 19:15,19:39:34
London,6.4,81,14.8,19.61,27.75,397.75,98.79,14.0,2024-11-29 19:45,19:49:34
London,6.4,81,14.8,19.61,27.75,397.75,98.79,14.0,2024-11-29 19:45,19:59:34
London,6.2,81,14.8,19.61,27.75,397.75,98.79,14.0,2024-11-29 19:45,20:09:34
London,7.1,76,14.8,18.87,26.085,381.1,89.54,14.0,2024-11-29 20:15,20:19:35
London,7.1,76,14.8,18.87,26.085,381.1,89.54,14.0,2024-11-29 20:15,20:29:35
London,7.4,76,14.8,18.87,26.085,381.1,89.54,14.0,2024-11-29 20:15,20:39:35
London,7.0,76,14.8,18.87,26.085,381.1,89.54,14.0,2024-11-29 20:45,20:49:36
London,7.0,76,14.8,18.87,26.085,381.1,89.54,14.0,2024-11-29 20:45,20:59:36
London,7.2,76,14.0,18.5,27.195,373.7,83.065,16.0,2024-11-29 21:00,21:09:36
London,8.3,76,14.0,18.5,27.195,373.7,83.065,16.0,2024-11-29 21:15,21:19:36
London,8.3,76,14.0,18.5,27.195,373.7,83.065,16.0,2024-11-29 21:15,21:29:37
London,8.0,76,14.0,18.5,27.195,373.7,83.065,16.0,2024-11-29 21:30,21:39:37
London,8.4,76,14.0,18.5,27.195,373.7,83.065,16.0,2024-11-29 21:45,21:49:44
London,8.4,76,14.0,18.5,27.195,373.7,83.065,16.0,2024-11-29 21:45,21:59:44
London,8.0,76,12.6,17.945,27.38,358.9,67.34,22.0,2024-11-29 22:00,22:09:44
London,8.0,76,12.6,17.945,27.38,358.9,67.34,22.0,2024-11-29 22:00,22:19:45
London,8.0,76,12.6,17.945,27.38,358.9,67.34,22.0,2024-11-29 22:15,22:29:46
London,8.2,76,12.6,17.945,27.38,358.9,67.34,22.0,2024-11-29 22:30,22:39:47
London,7.3,81,12.6,17.945,27.38,358.9,67.34,22.0,2024-11-29 22:45,22:49:47
London,7.3,81,12.6,17.945,27.38,358.9,67.34,22.0,2024-11-29 22:45,22:59:47
London,7.3,81,12.6,17.205,21.46,353.35,58.46,31.0,2024-11-29 23:00,23:09:48
London,8.1,76,13.0,17.205,21.46,353.35,58.46,31.0,2024-11-29 23:15,23:19:48
London,7.2,81,13.0,17.205,21.46,353.35,58.46,31.0,2024-11-29 23:15,23:29:48
London,7.0,81,13.0,17.205,21.46,353.35,58.46,31.0,2024-11-29 23:30,23:39:49
London,7.1,87,13.0,17.205,21.46,353.35,58.46,31.0,2024-11-29 23:45,23:49:49
London,7.1,87,13.0,17.205,21.46,353.35,58.46,31.0,2024-11-29 23:45,23:59:53
London,7.2,87,11.9,12.95,20.72,325.6,57.165,39.0,2024-11-30 00:00,00:09:53
London,8.4,81,11.9,12.95,20.72,325.6,57.165,39.0,2024-11-30 00:15,00:19:54
London,8.4,81,11.9,12.95,20.72,325.6,57.165,39.0,2024-11-30 00:15,00:29:54
London,8.4,81,11.9,12.95,20.72,325.6,57.165,39.0,2024-11-30 00:30,00:39:54
London,8.2,81,11.9,12.95,20.72,325.6,57.165,39.0,2024-11-30 00:45,00:49:56
London,8.2,81,11.9,12.95,20.72,325.6,57.165,39.0,2024-11-30 00:45,00:59:56
London,8.4,81,11.9,12.95,20.72,325.6,57.165,39.0,2024-11-30 01:00,01:09:56
London,8.0,87,11.9,12.95,20.72,325.6,57.165,39.0,2024-11-30 01:15,01:19:56
London,8.0,87,11.9,12.95,20.72,325.6,57.165,39.0,2024-11-30 01:15,01:29:57
London,8.3,87,11.9,12.95,20.72,325.6,57.165,39.0,2024-11-30 01:30,01:40:02
London,9.3,81,11.9,12.95,20.72,325.6,57.165,39.0,2024-11-30 01:45,01:50:03
London,9.3,81,11.9,12.95,20.72,325.6,57.165,39.0,2024-11-30 01:45,02:00:04
London,9.3,81,9.7,12.025,16.095,312.65,40.515,45.0,2024-11-30 02:00,02:10:04
London,9.0,81,9.7,12.025,16.095,312.65,40.515,45.0,2024-11-30 02:15,02:20:06
London,9.0,81,9.7,12.025,16.095,312.65,40.515,45.0,2024-11-30 02:15,02:30:19
London,9.1,81,9.7,12.025,16.095,312.65,40.515,45.0,2024-11-30 02:30,02:40:25
London,9.2,87,9.7,12.025,15.91,308.95,39.22,43.0,2024-11-30 03:00,02:50:28
London,9.2,87,9.7,12.025,16.095,312.65,40.515,45.0,2024-11-30 02:45,03:00:28
London,9.2,87,9.7,12.025,15.91,308.95,39.22,43.0,2024-11-30 03:00,03:10:28
London,10.3,82,9.7,12.025,15.91,308.95,39.22,43.0,2024-11-30 03:00,03:20:28
London,10.3,82,9.7,12.025,15.91,308.95,39.22,43.0,2024-11-30 03:15,03:30:29
London,10.3,82,9.7,12.025,15.91,308.95,39.22,43.0,2024-11-30 03:30,03:40:29
London,10.2,87,9.7,12.025,15.91,308.95,39.22,43.0,2024-11-30 03:30,03:50:34
London,10.2,87,9.7,12.025,15.91,308.95,39.22,43.0,2024-11-30 03:45,04:00:34
London,10.1,87,9.7,12.025,15.91,308.95,39.22,43.0,2024-11-30 03:45,04:10:34
London,10.0,94,9.0,12.025,16.28,307.1,31.82,40.0,2024-11-30 04:00,04:20:35
London,10.0,94,9.0,12.025,16.28,307.1,31.82,40.0,2024-11-30 04:30,04:30:35
London,10.1,94,9.0,12.025,16.28,307.1,31.82,40.0,2024-11-30 04:30,04:40:36
London,10.2,94,9.0,12.025,16.28,307.1,31.82,40.0,2024-11-30 04:45,04:50:38
London,10.2,94,9.0,12.025,16.28,307.1,31.82,40.0,2024-11-30 04:45,05:00:44
London,10.0,94,8.3,12.58,17.205,305.25,30.71,39.0,2024-11-30 05:00,05:10:46
London,10.1,94,8.3,12.58,17.205,305.25,30.71,39.0,2024-11-30 05:15,05:20:47
London,10.1,94,8.3,12.58,17.205,305.25,30.71,39.0,2024-11-30 05:15,05:30:47
London,10.1,94,8.3,12.58,17.205,305.25,30.71,39.0,2024-11-30 05:15,05:40:47
London,10.3,100,8.3,12.58,17.205,305.25,30.71,39.0,2024-11-30 05:30,05:50:48
London,10.2,100,8.3,15.54,20.35,308.95,35.15,39.0,2024-11-30 06:00,06:00:48
